<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170816,000000,70.3718000,70.3718000,70.3718000,70.3718000,0
20170817,000000,69.9958000,69.9958000,69.9958000,69.9958000,0
20170818,000000,69.6531000,69.6531000,69.6531000,69.6531000,0
20170819,000000,69.7197000,69.7197000,69.7197000,69.7197000,0
20170822,000000,69.4314000,69.4314000,69.4314000,69.4314000,0
20170823,000000,69.5900000,69.5900000,69.5900000,69.5900000,0
20170824,000000,69.5619000,69.5619000,69.5619000,69.5619000,0
20170825,000000,69.7434000,69.7434000,69.7434000,69.7434000,0
20170826,000000,69.6995000,69.6995000,69.6995000,69.6995000,0
20170829,000000,69.8465000,69.8465000,69.8465000,69.8465000,0
20170830,000000,70.4316000,70.4316000,70.4316000,70.4316000,0
20170831,000000,70.2007000,70.2007000,70.2007000,70.2007000,0
20170901,000000,69.6222000,69.6222000,69.6222000,69.6222000,0
20170902,000000,68.9992000,68.9992000,68.9992000,68.9992000,0
20170905,000000,68.7256000,68.7256000,68.7256000,68.7256000,0
20170906,000000,68.7782000,68.7782000,68.7782000,68.7782000,0
20170907,000000,68.4165000,68.4165000,68.4165000,68.4165000,0
20170908,000000,68.2436000,68.2436000,68.2436000,68.2436000,0
20170909,000000,68.6923000,68.6923000,68.6923000,68.6923000,0
20170912,000000,68.6490000,68.6490000,68.6490000,68.6490000,0
20170913,000000,68.5469000,68.5469000,68.5469000,68.5469000,0
20170914,000000,69.0977000,69.0977000,69.0977000,69.0977000,0
20170915,000000,68.6950000,68.6950000,68.6950000,68.6950000,0
