<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170417,000000,315.0000000,324.2500000,314.6000000,323.2500000,2488540
20170418,000000,325.0000000,325.5000000,316.4500000,318.4000000,3461160
20170419,000000,318.3000000,322.5000000,315.0000000,315.0500000,4578630
20170420,000000,313.5500000,317.0500000,311.7500000,316.6000000,3561630
20170421,000000,316.9500000,321.4500000,315.0000000,317.4000000,3415040
20170424,000000,319.3000000,323.7500000,317.7000000,320.3000000,3985120
20170425,000000,321.4500000,321.9500000,317.3500000,320.1500000,3138090
20170426,000000,321.6000000,328.2000000,320.0000000,326.0500000,4429510
20170427,000000,326.0000000,326.4000000,318.0000000,318.3500000,4360370
20170428,000000,320.9500000,322.7500000,316.0000000,317.2500000,3874940
20170502,000000,317.6000000,320.7500000,316.0000000,316.0000000,4309890
20170503,000000,316.9000000,317.2500000,310.5500000,311.6500000,4443960
20170504,000000,311.1500000,315.0000000,309.3000000,310.0000000,3793220
20170505,000000,307.5500000,312.9500000,306.3000000,312.4500000,3029200
20170510,000000,314.5000000,315.0500000,309.6000000,315.0500000,4129120
20170511,000000,315.6000000,318.4000000,310.5500000,312.3500000,3429900
20170512,000000,312.0000000,312.7000000,307.2000000,307.5000000,2889480
20170515,000000,309.3000000,316.5000000,309.2500000,314.1500000,4074030
20170516,000000,312.9000000,315.4500000,310.5500000,312.9000000,3001450
20170517,000000,311.9000000,313.9500000,309.5500000,311.5500000,2571770
20170518,000000,311.0000000,312.5000000,303.1000000,305.0000000,6240920
20170519,000000,307.2000000,309.5000000,303.5500000,306.1000000,3956330
20170522,000000,307.0000000,309.0000000,305.0000000,307.3000000,2692740
20170523,000000,307.4000000,312.5000000,305.2500000,312.4000000,3228760
20170524,000000,312.6000000,313.8500000,305.1500000,307.0000000,6848830
20170525,000000,307.6000000,309.0000000,304.2500000,306.4000000,4914700
20170526,000000,305.1500000,305.6500000,300.8500000,304.0000000,7332170
20170529,000000,303.7000000,307.5000000,303.7000000,307.2500000,3263240
20170530,000000,307.2500000,309.8000000,305.0000000,305.0000000,5609690
20170531,000000,305.2500000,306.2000000,300.0000000,301.5500000,6992700
20170601,000000,301.7500000,304.7500000,298.6000000,301.4500000,9614820
20170602,000000,300.8000000,301.9500000,296.8000000,301.0000000,6304480
20170605,000000,301.6500000,305.0000000,300.2500000,305.0000000,4942330
20170606,000000,304.8000000,305.7500000,300.5000000,302.5500000,2695090
20170607,000000,302.9000000,310.8000000,302.5000000,308.0000000,6672640
20170608,000000,307.6500000,308.9000000,300.8500000,307.5000000,5865280
20170609,000000,306.0000000,307.4000000,302.5000000,306.0000000,3739210
20170613,000000,305.5000000,312.2500000,303.3000000,312.1500000,5416550
20170614,000000,311.3500000,314.7500000,304.1000000,304.3000000,7950700
20170615,000000,303.3500000,304.8000000,291.0000000,301.6000000,15240270
20170616,000000,302.0000000,308.8000000,300.9500000,306.5000000,6049800
20170619,000000,307.1000000,312.0000000,305.9000000,311.0000000,3796400
20170620,000000,311.2000000,316.0000000,308.6000000,316.0000000,6392260
20170621,000000,316.8500000,321.0000000,315.6000000,318.4000000,7443860
20170622,000000,317.4500000,319.5500000,312.7000000,319.0000000,5848940
20170623,000000,317.7500000,322.7000000,317.5000000,322.0000000,3634220
20170626,000000,322.6000000,323.6000000,317.1500000,321.0000000,2946200
20170627,000000,320.7000000,328.1000000,317.2500000,327.3000000,5044930
20170628,000000,326.0500000,333.3000000,324.0500000,332.4000000,3983200
20170629,000000,332.5500000,338.0000000,332.0000000,333.0000000,5306630
20170630,000000,327.4000000,333.6500000,323.0000000,323.0000000,4411240
20170703,000000,325.9000000,330.8000000,323.0000000,329.4000000,4398610
20170704,000000,330.5000000,332.7500000,328.1000000,332.4000000,3047190
20170705,000000,331.9000000,333.5500000,326.7000000,327.2000000,4012880
20170706,000000,328.1000000,330.4000000,320.5500000,324.5000000,5523640
20170707,000000,322.0500000,323.9000000,317.5000000,317.8000000,4403680
20170710,000000,317.7000000,321.0500000,315.9500000,320.5000000,2378290
20170711,000000,320.9000000,323.0000000,316.6500000,319.6000000,2548780
20170712,000000,320.7500000,325.6500000,319.0500000,320.5500000,7529310
20170713,000000,320.8000000,321.5500000,316.7500000,318.0000000,2728680
20170714,000000,318.4000000,319.5500000,316.6000000,318.0000000,3443320
20170717,000000,319.0000000,319.8500000,310.7500000,315.9000000,6156190
20170718,000000,315.5000000,317.7000000,312.7500000,315.1000000,4401990
20170719,000000,314.2500000,318.5000000,313.8000000,318.5000000,2654420
20170720,000000,319.0000000,322.5000000,317.0000000,317.8500000,3486870
20170721,000000,317.1000000,318.2500000,314.0500000,317.4000000,2099510
20170724,000000,317.3500000,317.4000000,311.4000000,313.3000000,2650720
20170725,000000,313.7000000,315.6000000,312.1500000,314.1500000,2328670
20170726,000000,315.7000000,318.0000000,309.9500000,310.0000000,4226590
20170727,000000,311.0000000,312.5000000,309.5000000,310.0000000,1827950
20170728,000000,309.7500000,310.0000000,303.3500000,305.9000000,3036250
20170731,000000,307.4500000,312.0000000,304.9500000,311.3000000,2483310
20170801,000000,312.1000000,319.9500000,312.0500000,316.1000000,3782990
20170802,000000,316.9000000,322.3000000,314.6000000,322.0000000,8749550
20170803,000000,321.7500000,323.8500000,316.2500000,317.0000000,3278480
