<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20191115,000000,8714.0900000,8754.1800000,8645.0100000,8687.5000000,34683990854
20191118,000000,8725.1300000,8727.6000000,8574.9800000,8590.6400000,24003852800
20191119,000000,8615.5700000,8668.0900000,8576.0300000,8638.9700000,25844523905
20191120,000000,8601.4700000,8647.3700000,8541.9800000,8615.6500000,59417750125
20191121,000000,8601.9600000,8641.2700000,8590.7600000,8627.9700000,64676279256
20191122,000000,8640.0800000,8718.8800000,8619.0300000,8656.6200000,33169883092
20191125,000000,8665.2600000,8680.6200000,8625.0200000,8652.2100000,18974372500
20191126,000000,8655.4700000,8676.6800000,8506.9300000,8544.3500000,47368445194
20191127,000000,8547.1500000,8578.8900000,8485.6600000,8510.0700000,22657517750
20191128,000000,8511.3300000,8511.3300000,8447.2400000,8497.8900000,16964396456
20191129,000000,8498.8800000,8510.0500000,8435.0600000,8496.8100000,24295759138
20191202,000000,8510.4900000,8571.7000000,8446.9000000,8446.9000000,30620317245
20191203,000000,8433.2900000,8459.1300000,8327.7900000,8327.7900000,31036382938
20191204,000000,8351.6100000,8445.0300000,8280.0800000,8415.0600000,27915580602
20191205,000000,8444.4500000,8448.1700000,8345.4500000,8385.7000000,25561070945
20191206,000000,8396.4600000,8476.8900000,8359.4700000,8476.8900000,22419402116
20191209,000000,8502.1800000,8547.3700000,8475.4200000,8524.5100000,19932641858
20191210,000000,8507.7000000,8519.2500000,8443.2600000,8450.5800000,19493869671
20191211,000000,8466.6300000,8541.1400000,8461.3500000,8524.7900000,21950711103
20191212,000000,8566.6600000,8700.1500000,8566.6600000,8660.5200000,46509010214
20191213,000000,8701.7600000,8736.3200000,8634.9200000,8667.9300000,28154254473
20191216,000000,8690.3600000,8723.5400000,8638.0700000,8700.7400000,20913563098
20191217,000000,8727.8200000,8755.1000000,8695.8800000,8746.4300000,23719480552
20191218,000000,8763.3800000,8788.8400000,8736.2400000,8769.3100000,25817951770
20191219,000000,8741.7800000,8779.7700000,8686.0800000,8720.5500000,28496831968
20191220,000000,8747.5000000,8754.7900000,8683.1900000,8728.1100000,38420950457
20191223,000000,8719.1700000,8796.9500000,8696.2700000,8796.9500000,26581189574
20191224,000000,8808.2000000,8827.2400000,8760.5600000,8781.2400000,17649317327
